Type;Le nom complet du compte;Nom du compte;Code du compte;Description;Couleur du compte;Notes;Symbole;Espace de noms;Caché;Informations d'imposition;Virtuel
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2815 Installations, matériel et outillage industriels:28153 Installations à caractère spécifique:281534 Installations à caractère spécifique sur sol d'autrui;281534 Installations à caractère spécifique sur sol d'autrui;281534;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2815 Installations, matériel et outillage industriels:28154 Matériels industriels;28154 Matériels industriels;28154;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2815 Installations, matériel et outillage industriels:28155 Outillages indust riels;28155 Outillages indust riels;28155;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2815 Installations, matériel et outillage industriels:28157 Agencements et aménagements des matériels et outillages industriels;28157 Agencements et aménagements des matériels et outillages industriels;28157;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles;2818 Autres immobilisations corporelles;2818;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28181 Installations générales, agencements, aménagements divers;28181 Installations générales, agencements, aménagements divers;28181;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28182 Matériel de transport;28182 Matériel de transport;28182;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28183 Matériel de bureau et matér iel informatique;28183 Matériel de bureau et matér iel informatique;28183;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28184 Mobilier;28184 Mobilier;28184;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28185 Cheptel;28185 Cheptel;28185;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28186 Emballages récupérables;28186 Emballages récupérables;28186;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:281 Amortissements des immobilisations corporelles:2818 Autres immobilisations corporelles:28187 Amortissement du mali de fusion sur actifs corporels;28187 Amortissement du mali de fusion sur actifs corporels;28187;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:28 Amortissements des immobilisations:282 Amortissements des immobilisations mises en concession;282 Amortissements des immobilisations mises en concession;282;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations;29 Dépréciations des immobilisations;29;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles;290 Dépréciations des immobilisations incorporelles;290;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2901 Frais d’établissement;2901 Frais d’établissement;2901;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2903 Frais de développement;2903 Frais de développement;2903;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2905 Marques, procédés, droits et valeurs similaires;2905 Marques, procédés, droits et valeurs similaires;2905;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2906 Droit au bail;2906 Droit au bail;2906;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2907 Fonds commercial;2907 Fonds commercial;2907;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2908 Autres immobilisations incorporelles;2908 Autres immobilisations incorporelles;2908;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:290 Dépréciations des immobilisations incorporelles:2908 Autres immobilisations incorporelles:29081 Dépréciat ion du mali de fusion sur actifs incorporels;29081 Dépréciat ion du mali de fusion sur actifs incorporels;29081;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles;291 Dépréciations des immobilisations corporelles;291;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2911 Terrains;2911 Terrains;2911;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2912 Agencements et aménagements de terrains;2912 Agencements et aménagements de terrains;2912;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2913 Constructions;2913 Constructions;2913;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2914 Constructions sur sol d'autrui;2914 Constructions sur sol d'autrui;2914;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2915 Installations techniques, matériels et outillages industriels;2915 Installations techniques, matériels et outillages industriels;2915;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2918 Autres immobilisations corporelles;2918 Autres immobilisations corporelles;2918;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:291 Dépréciations des immobilisations corporelles:2918 Autres immobilisations corporelles:29187 Dépréciation du mali de fusion sur actifs corporels;29187 Dépréciation du mali de fusion sur actifs corporels;29187;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:292 Dépréciations des immobilisations mises en concession;292 Dépréciations des immobilisations mises en concession;292;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:293 Dépréciations des immobilisations en cours;293 Dépréciations des immobilisations en cours;293;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:293 Dépréciations des immobilisations en cours:2931 Immobilisations corporelles en cours;2931 Immobilisations corporelles en cours;2931;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:293 Dépréciations des immobilisations en cours:2932 Immobilisations incorporelles en cours;2932 Immobilisations incorporelles en cours;2932;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations;296 Dépréciations des participations et créances rattachées à des participations;296;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2961 Titres de participation;2961 Titres de participation;2961;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2962 Titres évalués par équivalence;2962 Titres évalués par équivalence;2962;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2966 Autres formes de participation;2966 Autres formes de participation;2966;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations;2967 Créances rattachées à des participations;2967;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29671 Créances rattachées à des participations - groupe;29671 Créances rattachées à des participations - groupe;29671;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29674 Créances rattachées à des participations - hors groupe;29674 Créances rattachées à des participations - hors groupe;29674;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29675 Versements représentatifs d'apports non capitalisés - appel de fonds;29675 Versements représentatifs d'apports non capitalisés - appel de fonds;29675;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29676 Avances consolidables;29676 Avances consolidables;29676;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29677 Autres créances rattachées à des participations;29677 Autres créances rattachées à des participations;29677;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2967 Créances rattachées à des participations:29678 Intérêts courus;29678 Intérêts courus;29678;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2968 Créances rattachées à des sociétés en participation;2968 Créances rattachées à des sociétés en participation;2968;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2968 Créances rattachées à des sociétés en participation:29681 Principal;29681 Principal;29681;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:296 Dépréciations des participations et créances rattachées à des participations:2968 Créances rattachées à des sociétés en participation:29688 Intérêts courus;29688 Intérêts courus;29688;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières;297 Dépréciations des autres immobilisations financières;297;;;;EUR;CURRENCY;F;F;T
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2971 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);2971 Titres immobilisés autres que les titres immobilisés de l'activité de portefeuille (droit de propriété);2971;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2972 Titres immobilisés (droit de créance);2972 Titres immobilisés (droit de créance);2972;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2973 Titres immobilisés de l'activité de portefeuille;2973 Titres immobilisés de l'activité de portefeuille;2973;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2974 Prêts;2974 Prêts;2974;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2975 Dépôts et cautionnements versés;2975 Dépôts et cautionnements versés;2975;;;;EUR;CURRENCY;F;F;F
ASSET;2 COMPTES D'IMMOBILISATIONS:29 Dépréciations des immobilisations:297 Dépréciations des autres immobilisations financières:2976 Autres créances immobilisées;2976 Autres créances immobilisées;2976;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS;3 COMPTES DE STOCKS ET EN-COURS;3;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:31 Matières premières et fournitures;31 Matières premières et fournitures;31;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements;32 Autres approvisionnements;32;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:321 Matières consommables;321 Matières consommables;321;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables;322 Fournitures consommables;322;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables:3221 Combustibles;3221 Combustibles;3221;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables:3222 Produits d'entretien;3222 Produits d'entretien;3222;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables:3223 Fournitures d'atelier et d'usine;3223 Fournitures d'atelier et d'usine;3223;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables:3224 Fournitures de magasin;3224 Fournitures de magasin;3224;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:322 Fournitures consommables:3225 Fournitures de bureau;3225 Fournitures de bureau;3225;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:326 Emballages;326 Emballages;326;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:326 Emballages:3261 Emballages perdus;3261 Emballages perdus;3261;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:326 Emballages:3265 Emballages récupérables non identifiables;3265 Emballages récupérables non identifiables;3265;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:32 Autres approvisionnements:326 Emballages:3267 Emballages à usage mixte;3267 Emballages à usage mixte;3267;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:33 En-cours de production de biens;33 En-cours de production de biens;33;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:33 En-cours de production de biens:331 Produits en cours;331 Produits en cours;331;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:33 En-cours de production de biens:335 Travaux en cours;335 Travaux en cours;335;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:34 En-cours de production de services;34 En-cours de production de services;34;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:34 En-cours de production de services:341 Études en cours;341 Études en cours;341;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:34 En-cours de production de services:345 Prestations de services en cours;345 Prestations de services en cours;345;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits;35 Stocks de produits;35;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:351 Produits intermédiaires;351 Produits intermédiaires;351;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:355 Produits finis;355 Produits finis;355;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:358 Produits résiduels ou matières de récupération;358 Produits résiduels ou matières de récupération;358;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:358 Produits résiduels ou matières de récupération:3581 Déchets;3581 Déchets;3581;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:358 Produits résiduels ou matières de récupération:3585 Rebuts;3585 Rebuts;3585;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:35 Stocks de produits:358 Produits résiduels ou matières de récupération:3586 Matières de récupération;3586 Matières de récupération;3586;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:36 Stocks provenant d'immobilisations;36 Stocks provenant d'immobilisations;36;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:37 Stocks de marchandises;37 Stocks de marchandises;37;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:38 Stocks en voie d'acheminement, mis en dépôt ou donnés en consignation;38 Stocks en voie d'acheminement, mis en dépôt ou donnés en consignation;38;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours;39 Dépréciations des stocks et en-cours;39;;;;EUR;CURRENCY;F;F;T
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:391 Dépréciations des matières premières et fournitures;391 Dépréciations des matières premières et fournitures;391;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:392 Dépréciations des autres approvisionnements;392 Dépréciations des autres approvisionnements;392;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:393 Dépréciations des en-cours de production de biens;393 Dépréciations des en-cours de production de biens;393;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:394 Dépréciations des en-cours de production de services;394 Dépréciations des en-cours de production de services;394;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:395 Dépréciations des stocks de produits;395 Dépréciations des stocks de produits;395;;;;EUR;CURRENCY;F;F;F
ASSET;3 COMPTES DE STOCKS ET EN-COURS:39 Dépréciations des stocks et en-cours:397 Dépréciations des stocks de marchandises;397 Dépréciations des stocks de marchandises;397;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS;4 COMPTES DE TIERS;4;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés;40 Fournisseurs et comptes rattachés;40;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:401 Fournisseurs;401 Fournisseurs;401;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:401 Fournisseurs:4011 Fournisseurs - Achats de biens et prestations de services;4011 Fournisseurs - Achats de biens et prestations de services;4011;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:401 Fournisseurs:4017 Fournisseurs - Retenues de garantie;4017 Fournisseurs - Retenues de garantie;4017;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:403 Fournisseurs - Effets à payer;403 Fournisseurs - Effets à payer;403;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:404 Fournisseurs d'immobilisations;404 Fournisseurs d'immobilisations;404;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:404 Fournisseurs d'immobilisations:4041 Fournisseurs - Achats d'immobilisations;4041 Fournisseurs - Achats d'immobilisations;4041;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:404 Fournisseurs d'immobilisations:4047 Fournisseurs d'immobilisations - Retenues de garantie;4047 Fournisseurs d'immobilisations - Retenues de garantie;4047;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:405 Fournisseurs d'immobilisations - Effets à payer;405 Fournisseurs d'immobilisations - Effets à payer;405;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:408 Fournisseurs - Factures non parvenues;408 Fournisseurs - Factures non parvenues;408;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:408 Fournisseurs - Factures non parvenues:4081 Fournisseurs;4081 Fournisseurs;4081;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:408 Fournisseurs - Factures non parvenues:4084 Fournisseurs d'immobilisations;4084 Fournisseurs d'immobilisations;4084;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:408 Fournisseurs - Factures non parvenues:4088 Fournisseurs - Intérêts courus;4088 Fournisseurs - Intérêts courus;4088;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs;409 Fournisseurs débiteurs;409;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4091 Fournisseurs - Avances et acomptes versés sur commandes;4091 Fournisseurs - Avances et acomptes versés sur commandes;4091;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4096 Fournisseurs - Créances pour emballages et matériel à rendre;4096 Fournisseurs - Créances pour emballages et matériel à rendre;4096;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4097 Fournisseurs - Autres avoirs;4097 Fournisseurs - Autres avoirs;4097;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4097 Fournisseurs - Autres avoirs:40971 Fournisseurs d'exploitation;40971 Fournisseurs d'exploitation;40971;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4097 Fournisseurs - Autres avoirs:40974 Fournisseurs d'immobilisations;40974 Fournisseurs d'immobilisations;40974;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:40 Fournisseurs et comptes rattachés:409 Fournisseurs débiteurs:4098 Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus;4098 Rabais, remises, ristournes à obtenir et autres avoirs non encore reçus;4098;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés;41 Clients et comptes rattachés;41;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:411 Clients;411 Clients;411;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:411 Clients:4111 Clients - Ventes de biens ou de prestations de services;4111 Clients - Ventes de biens ou de prestations de services;4111;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:411 Clients:4117 Clients - Retenues de garantie;4117 Clients - Retenues de garantie;4117;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:413 Clients - Effets à recevoir;413 Clients - Effets à recevoir;413;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:416 Clients douteux ou litigieux;416 Clients douteux ou litigieux;416;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:418 Clients - Produits non encore facturés;418 Clients - Produits non encore facturés;418;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:418 Clients - Produits non encore facturés:4181 Clients - Factures à établir;4181 Clients - Factures à établir;4181;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:41 Clients et comptes rattachés:418 Clients - Produits non encore facturés:4188 Clients - Intérêts courus;4188 Clients - Intérêts courus;4188;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:41 Clients et comptes rattachés:419 Clients créditeurs;419 Clients créditeurs;419;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:41 Clients et comptes rattachés:419 Clients créditeurs:4191 Clients - Avances et acomptes reçus sur commandes;4191 Clients - Avances et acomptes reçus sur commandes;4191;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:41 Clients et comptes rattachés:419 Clients créditeurs:4196 Clients - Dettes sur emballages et matériels consignés;4196 Clients - Dettes sur emballages et matériels consignés;4196;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:41 Clients et comptes rattachés:419 Clients créditeurs:4197 Clients - Autres avoirs;4197 Clients - Autres avoirs;4197;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:41 Clients et comptes rattachés:419 Clients créditeurs:4198 Rabais, remises, ristournes à accorder et autres avoirs à établir;4198 Rabais, remises, ristournes à accorder et autres avoirs à établir;4198;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:42 Personnel et comptes rattachés;42 Personnel et comptes rattachés;42;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:42 Personnel et comptes rattachés:421 Personnel - Rémunérations dues;421 Personnel - Rémunérations dues;421;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:42 Personnel et comptes rattachés:422 Comité social et économique;422 Comité social et économique;422;;;;EUR;CURRENCY;F;F;F
