Type;Le nom complet du compte;Nom du compte;Code du compte;Description;Couleur du compte;Notes;Symbole;Espace de noms;Caché;Informations d'imposition;Virtuel
LIABILITY;4 COMPTES DE TIERS:48 Comptes de régularisation;48 Comptes de régularisation;48;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:48 Comptes de régularisation:481 Frais d’émission des emprunts;481 Frais d’émission des emprunts;481;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:48 Comptes de régularisation:486 Charges constatées d'avance;486 Charges constatées d'avance;486;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:48 Comptes de régularisation:487 Produits constatés d'avance;487 Produits constatés d'avance;487;;;;EUR;CURRENCY;F;F;T
ASSET;4 COMPTES DE TIERS:48 Comptes de régularisation:487 Produits constatés d'avance:4871 Produits constatés d’avance sur jetons émis;4871 Produits constatés d’avance sur jetons émis;4871;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:48 Comptes de régularisation:488 Comptes de répartition périodique des charges et des produits;488 Comptes de répartition périodique des charges et des produits;488;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:48 Comptes de régularisation:488 Comptes de répartition périodique des charges et des produits:4886 Charges;4886 Charges;4886;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:48 Comptes de régularisation:488 Comptes de répartition périodique des charges et des produits:4887 Produits;4887 Produits;4887;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers;49 Dépréciations des comptes de tiers;49;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:491 Dépréciations des comptes de clients;491 Dépréciations des comptes de clients;491;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:495 Dépréciations des comptes du groupe et des associés;495 Dépréciations des comptes du groupe et des associés;495;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:495 Dépréciations des comptes du groupe et des associés:4951 Comptes du groupe;4951 Comptes du groupe;4951;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:495 Dépréciations des comptes du groupe et des associés:4955 Comptes courants des associés;4955 Comptes courants des associés;4955;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:495 Dépréciations des comptes du groupe et des associés:4958 Opérations faites en commun et en GIE;4958 Opérations faites en commun et en GIE;4958;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:496 Dépréciations des comptes de débiteurs divers;496 Dépréciations des comptes de débiteurs divers;496;;;;EUR;CURRENCY;F;F;T
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:496 Dépréciations des comptes de débiteurs divers:4962 Créances sur cessions d'immobilisations;4962 Créances sur cessions d'immobilisations;4962;;;;EUR;CURRENCY;F;F;F
LIABILITY;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:496 Dépréciations des comptes de débiteurs divers:4965 Créances sur cessions de valeurs mobilières de placement;4965 Créances sur cessions de valeurs mobilières de placement;4965;;;;EUR;CURRENCY;F;F;F
ASSET;4 COMPTES DE TIERS:49 Dépréciations des comptes de tiers:496 Dépréciations des comptes de débiteurs divers:4967 Autres comptes débiteurs;4967 Autres comptes débiteurs;4967;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS;5 COMPTES FINANCIERS;5;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement;50 Valeurs mobilières de placement;50;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:502 Actions propres;502 Actions propres;502;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:502 Actions propres:5021 Actions destinées à être attribuées aux employés et affectées à des plans déterminés;5021 Actions destinées à être attribuées aux employés et affectées à des plans déterminés;5021;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:502 Actions propres:5022 Actions disponibles pour être attribuées aux employés ou pour la régularisation des cours de bourse;5022 Actions disponibles pour être attribuées aux employés ou pour la régularisation des cours de bourse;5022;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:503 Actions;503 Actions;503;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:503 Actions:5031 Titres cotés;5031 Titres cotés;5031;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:503 Actions:5035 Titres non cotés;5035 Titres non cotés;5035;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:504 Autres titres conférant un droit de propriété;504 Autres titres conférant un droit de propriété;504;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:505 Obligations et bons émis par la société et rachetés par elle;505 Obligations et bons émis par la société et rachetés par elle;505;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:506 Obligations;506 Obligations;506;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:506 Obligations:5061 Titres cotés;5061 Titres cotés;5061;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:506 Obligations:5065 Titres non cotés;5065 Titres non cotés;5065;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:507 Bons du Trésor et bons de caisse à court terme;507 Bons du Trésor et bons de caisse à court terme;507;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:508 Autres valeurs mobilières de placement et autres créances assimilées;508 Autres valeurs mobilières de placement et autres créances assimilées;508;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:508 Autres valeurs mobilières de placement et autres créances assimilées:5081 Autres valeurs mobilières;5081 Autres valeurs mobilières;5081;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:508 Autres valeurs mobilières de placement et autres créances assimilées:5082 Bons de souscription;5082 Bons de souscription;5082;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:508 Autres valeurs mobilières de placement et autres créances assimilées:5088 Intérêts courus sur obligations, bons et valeurs assimilés;5088 Intérêts courus sur obligations, bons et valeurs assimilés;5088;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:50 Valeurs mobilières de placement:509 Versements restant à effectuer sur valeurs mobilières de placement non libérées;509 Versements restant à effectuer sur valeurs mobilières de placement non libérées;509;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés;51 Banques, établissements financiers et assimilés;51;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:511 Valeurs à l'encaissement;511 Valeurs à l'encaissement;511;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:511 Valeurs à l'encaissement:5111 Coupons échus à l'encaissement;5111 Coupons échus à l'encaissement;5111;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:511 Valeurs à l'encaissement:5112 Chèques à encaisser;5112 Chèques à encaisser;5112;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:511 Valeurs à l'encaissement:5113 Effets à l'e ncaissement;5113 Effets à l'e ncaissement;5113;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:511 Valeurs à l'encaissement:5114 Effets à l'escompte;5114 Effets à l'escompte;5114;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:512 Banques;512 Banques;512;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:512 Banques:5121 Comptes en euros;5121 Comptes en euros;5121;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:512 Banques:5124 Comptes en devises;5124 Comptes en devises;5124;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:517 Autres organismes financiers;517 Autres organismes financiers;517;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:518 Intérêts courus;518 Intérêts courus;518;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:518 Intérêts courus:5181 Intérêts courus à payer;5181 Intérêts courus à payer;5181;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:518 Intérêts courus:5188 Intérêts courus à recevoir;5188 Intérêts courus à recevoir;5188;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:519 Concours bancaires courants;519 Concours bancaires courants;519;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:519 Concours bancaires courants:5191 Crédit de mobilisation de créances commerciales;5191 Crédit de mobilisation de créances commerciales;5191;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:519 Concours bancaires courants:5193 Mobilisation de créances nées à l'étranger;5193 Mobilisation de créances nées à l'étranger;5193;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:51 Banques, établissements financiers et assimilés:519 Concours bancaires courants:5198 Intérêts courus sur concours bancaires courants;5198 Intérêts courus sur concours bancaires courants;5198;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:52 Instruments financiers à terme et jetons détenus;52 Instruments financiers à terme et jetons détenus;52;;;;EUR;CURRENCY;F;F;T
LIABILITY;5 COMPTES FINANCIERS:52 Instruments financiers à terme et jetons détenus:521 Instruments financiers à terme;521 Instruments financiers à terme;521;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:52 Instruments financiers à terme et jetons détenus:522 Jetons détenus;522 Jetons détenus;522;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:52 Instruments financiers à terme et jetons détenus:523 Jetons auto-détenus;523 Jetons auto-détenus;523;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:52 Instruments financiers à terme et jetons détenus:524 Jetons empruntés;524 Jetons empruntés;524;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:53 Caisse;53 Caisse;53;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:58 Virements internes;58 Virements internes;58;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers;59 Dépréciations des comptes financiers;59;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers:590 Dépréciations des valeurs mobilières de placement;590 Dépréciations des valeurs mobilières de placement;590;;;;EUR;CURRENCY;F;F;T
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers:590 Dépréciations des valeurs mobilières de placement:5903 Actions;5903 Actions;5903;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers:590 Dépréciations des valeurs mobilières de placement:5904 Autres titres conférant un droit de propriété;5904 Autres titres conférant un droit de propriété;5904;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers:590 Dépréciations des valeurs mobilières de placement:5906 Obligations;5906 Obligations;5906;;;;EUR;CURRENCY;F;F;F
BANK;5 COMPTES FINANCIERS:59 Dépréciations des comptes financiers:590 Dépréciations des valeurs mobilières de placement:5908 Autres valeurs mobilières de placement et créances assimilées;5908 Autres valeurs mobilières de placement et créances assimilées;5908;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES;6 COMPTES DE CHARGES;6;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603);60 Achats (sauf 603);60;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):601 Achats stockés - Matières premières et fournitures;601 Achats stockés - Matières premières et fournitures;601;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements;602 Achats stockés - Autres approvisionnements;602;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6021 Matières consommables;6021 Matières consommables;6021;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables;6022 Fournitures consommables;6022;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables:60221 Combustibles;60221 Combustibles;60221;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables:60222 Produits d'entretien;60222 Produits d'entretien;60222;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables:60223 Fourn itures d'atelier et d'usine;60223 Fourn itures d'atelier et d'usine;60223;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables:60224 Fournitures de magasin;60224 Fournitures de magasin;60224;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6022 Fournitures consommables:60225 Fourniture de bureau;60225 Fourniture de bureau;60225;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6026 Emballages;6026 Emballages;6026;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6026 Emballages:60261 Emballages perdus;60261 Emballages perdus;60261;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6026 Emballages:60262 Malis sur emballage;60262 Malis sur emballage;60262;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6026 Emballages:60265 Emballages récupérables non identifiables;60265 Emballages récupérables non identifiables;60265;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):602 Achats stockés - Autres approvisionnements:6026 Emballages:60267 Emballages à usage mixte;60267 Emballages à usage mixte;60267;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):604 Achats d'études et prestations de services;604 Achats d'études et prestations de services;604;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):605 Achats de matériel, équipements et travaux;605 Achats de matériel, équipements et travaux;605;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):606 Achats non stockés de matière et fournitures;606 Achats non stockés de matière et fournitures;606;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):606 Achats non stockés de matière et fournitures:6061 Fournitures non stockables (eau, énergie, etc.);6061 Fournitures non stockables (eau, énergie, etc.);6061;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):606 Achats non stockés de matière et fournitures:6063 Fournitures d'entretien et de petit équipement;6063 Fournitures d'entretien et de petit équipement;6063;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):606 Achats non stockés de matière et fournitures:6064 Fournitures administratives;6064 Fournitures administratives;6064;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):606 Achats non stockés de matière et fournitures:6068 Autres matières et fournitures;6068 Autres matières et fournitures;6068;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):607 Achats de marchandises;607 Achats de marchandises;607;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):608 Frais accessoires incorporés aux achats;608 Frais accessoires incorporés aux achats;608;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats;609 Rabais, remises et ristournes obtenus sur achats;609;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6091 Achats stockés - Matières premières et fournitures;6091 Achats stockés - Matières premières et fournitures;6091;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements;6092 Achats stockés - Autres approvisionnements;6092;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60921 Matières consommables;60921 Matières consommables;60921;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables;60922 Fournitures consommables;60922;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables:609221 Combustibles;609221 Combustibles;609221;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables:609222 Produits d'entretien;609222 Produits d'entretien;609222;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables:609223 Fourn itures d'atelier et d'usine;609223 Fourn itures d'atelier et d'usine;609223;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables:609224 Fournitures de magasin;609224 Fournitures de magasin;609224;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60922 Fournitures consommables:609225 Fourniture de bureau;609225 Fourniture de bureau;609225;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60926 Emballages;60926 Emballages;60926;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60926 Emballages:609261 Emballages perdus;609261 Emballages perdus;609261;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60926 Emballages:609262 Malis sur emballage;609262 Malis sur emballage;609262;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60926 Emballages:609265 Emballages récupérables non identifiables;609265 Emballages récupérables non identifiables;609265;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6092 Achats stockés - Autres approvisionnements:60926 Emballages:609267 Emballages à usage mixte;609267 Emballages à usage mixte;609267;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6094 Achats d'études et prestations de services;6094 Achats d'études et prestations de services;6094;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6095 Achats de matériel, équipements et travaux;6095 Achats de matériel, équipements et travaux;6095;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6096 Achats non stockés de matière et fournitures;6096 Achats non stockés de matière et fournitures;6096;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6096 Achats non stockés de matière et fournitures:60961 Fournitures non stockables (eau, énergie, etc.);60961 Fournitures non stockables (eau, énergie, etc.);60961;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6096 Achats non stockés de matière et fournitures:60963 Fournitures d'entretien et de petit équipement;60963 Fournitures d'entretien et de petit équipement;60963;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6096 Achats non stockés de matière et fournitures:60964 Fournitures administratives;60964 Fournitures administratives;60964;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6096 Achats non stockés de matière et fournitures:60968 Autres matières et fournitures;60968 Autres matières et fournitures;60968;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6097 Achats de marchandises;6097 Achats de marchandises;6097;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):609 Rabais, remises et ristournes obtenus sur achats:6098 Rabais, remises et ristournes non affectés;6098 Rabais, remises et ristournes non affectés;6098;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):603 Variation des stocks d'approvisionnements et de marchandises;603 Variation des stocks d'approvisionnements et de marchandises;603;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):603 Variation des stocks d'approvisionnements et de marchandises:6031 Variation des stocks de matières premières et fournitures;6031 Variation des stocks de matières premières et fournitures;6031;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):603 Variation des stocks d'approvisionnements et de marchandises:6032 Variation des stocks des autres approvisionnements;6032 Variation des stocks des autres approvisionnements;6032;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:60 Achats (sauf 603):603 Variation des stocks d'approvisionnements et de marchandises:6037 Variation des stocks de marchandises;6037 Variation des stocks de marchandises;6037;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs;61 Services extérieurs;61;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:611 Sous-traitance générale;611 Sous-traitance générale;611;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:612 Redevances de crédit-bail;612 Redevances de crédit-bail;612;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:612 Redevances de crédit-bail:6122 Crédit-bail mobilier;6122 Crédit-bail mobilier;6122;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:612 Redevances de crédit-bail:6125 Crédit-bail immobilier;6125 Crédit-bail immobilier;6125;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:613 Locations;613 Locations;613;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:613 Locations:6132 Locations immobilières;6132 Locations immobilières;6132;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:613 Locations:6135 Locations mobilières;6135 Locations mobilières;6135;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:614 Charges locatives et de copropriété;614 Charges locatives et de copropriété;614;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:615 Entretien et réparation;615 Entretien et réparation;615;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:615 Entretien et réparation:6152 Entretien et réparation sur biens immobiliers;6152 Entretien et réparation sur biens immobiliers;6152;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:615 Entretien et réparation:6155 Entretien et réparation sur biens mobiliers;6155 Entretien et réparation sur biens mobiliers;6155;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:615 Entretien et réparation:6156 Maintenance;6156 Maintenance;6156;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:616 Primes d'assurances;616 Primes d'assurances;616;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:616 Primes d'assurances:6161 Multirisques;6161 Multirisques;6161;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:616 Primes d'assurances:6162 Assurance obligatoire dommage construction;6162 Assurance obligatoire dommage construction;6162;;;;EUR;CURRENCY;F;F;F
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:616 Primes d'assurances:6163 Assurance - transport;6163 Assurance - transport;6163;;;;EUR;CURRENCY;F;F;T
EXPENSE;6 COMPTES DE CHARGES:61 Services extérieurs:616 Primes d'assurances:6163 Assurance - transport:61636 sur achats;61636 sur achats;61636;;;;EUR;CURRENCY;F;F;F
